src_event_id,dst_event_id,weight_sum,weight_mean,support
0,19,0.35316455364227295,0.35316455364227295,1
400,419,0.35316455364227295,0.35316455364227295,1
850,869,0.35316455364227295,0.35316455364227295,1
950,969,0.35316455364227295,0.35316455364227295,1
1150,1169,0.35316455364227295,0.35316455364227295,1
1500,1519,0.35316455364227295,0.35316455364227295,1
1850,1869,0.35316455364227295,0.35316455364227295,1
3600,3619,0.35316455364227295,0.35316455364227295,1
5700,5719,0.35316455364227295,0.35316455364227295,1
5750,5769,0.35316455364227295,0.35316455364227295,1
6000,6019,0.35316455364227295,0.35316455364227295,1
6500,6519,0.35316455364227295,0.35316455364227295,1
6700,6719,0.35316455364227295,0.35316455364227295,1
7000,7019,0.35316455364227295,0.35316455364227295,1
7650,7669,0.35316455364227295,0.35316455364227295,1
7700,7719,0.35316455364227295,0.35316455364227295,1
7750,7769,0.35316455364227295,0.35316455364227295,1
8550,8569,0.35316455364227295,0.35316455364227295,1
8650,8669,0.35316455364227295,0.35316455364227295,1
9400,9419,0.35316455364227295,0.35316455364227295,1
9900,9919,0.35316455364227295,0.35316455364227295,1
10050,10069,0.35316455364227295,0.35316455364227295,1
10450,10469,0.35316455364227295,0.35316455364227295,1
11000,11019,0.35316455364227295,0.35316455364227295,1
11050,11069,0.35316455364227295,0.35316455364227295,1
11600,11619,0.35316455364227295,0.35316455364227295,1
11700,11719,0.35316455364227295,0.35316455364227295,1
12200,12219,0.35316455364227295,0.35316455364227295,1
12800,12819,0.35316455364227295,0.35316455364227295,1
13500,13519,0.35316455364227295,0.35316455364227295,1
0,38,0.3408398926258087,0.3408398926258087,1
400,438,0.3408398926258087,0.3408398926258087,1
850,888,0.3408398926258087,0.3408398926258087,1
950,988,0.3408398926258087,0.3408398926258087,1
1150,1188,0.3408398926258087,0.3408398926258087,1
1500,1538,0.3408398926258087,0.3408398926258087,1
1850,1888,0.3408398926258087,0.3408398926258087,1
3600,3638,0.3408398926258087,0.3408398926258087,1
5700,5738,0.3408398926258087,0.3408398926258087,1
5750,5788,0.3408398926258087,0.3408398926258087,1
6000,6038,0.3408398926258087,0.3408398926258087,1
6500,6538,0.3408398926258087,0.3408398926258087,1
6700,6738,0.3408398926258087,0.3408398926258087,1
7000,7038,0.3408398926258087,0.3408398926258087,1
7650,7688,0.3408398926258087,0.3408398926258087,1
7700,7738,0.3408398926258087,0.3408398926258087,1
7750,7788,0.3408398926258087,0.3408398926258087,1
8550,8588,0.3408398926258087,0.3408398926258087,1
8650,8688,0.3408398926258087,0.3408398926258087,1
9400,9438,0.3408398926258087,0.3408398926258087,1
9900,9938,0.3408398926258087,0.3408398926258087,1
10050,10088,0.3408398926258087,0.3408398926258087,1
10450,10488,0.3408398926258087,0.3408398926258087,1
11000,11038,0.3408398926258087,0.3408398926258087,1
11050,11088,0.3408398926258087,0.3408398926258087,1
11600,11638,0.3408398926258087,0.3408398926258087,1
11700,11738,0.3408398926258087,0.3408398926258087,1
12200,12238,0.3408398926258087,0.3408398926258087,1
12800,12838,0.3408398926258087,0.3408398926258087,1
13500,13538,0.3408398926258087,0.3408398926258087,1
0,46,0.3332615792751312,0.3332615792751312,1
400,446,0.3332615792751312,0.3332615792751312,1
850,896,0.3332615792751312,0.3332615792751312,1
950,996,0.3332615792751312,0.3332615792751312,1
1150,1196,0.3332615792751312,0.3332615792751312,1
1500,1546,0.3332615792751312,0.3332615792751312,1
1850,1896,0.3332615792751312,0.3332615792751312,1
3600,3646,0.3332615792751312,0.3332615792751312,1
5700,5746,0.3332615792751312,0.3332615792751312,1
5750,5796,0.3332615792751312,0.3332615792751312,1
6000,6046,0.3332615792751312,0.3332615792751312,1
6500,6546,0.3332615792751312,0.3332615792751312,1
6700,6746,0.3332615792751312,0.3332615792751312,1
7000,7046,0.3332615792751312,0.3332615792751312,1
7650,7696,0.3332615792751312,0.3332615792751312,1
7700,7746,0.3332615792751312,0.3332615792751312,1
7750,7796,0.3332615792751312,0.3332615792751312,1
8550,8596,0.3332615792751312,0.3332615792751312,1
8650,8696,0.3332615792751312,0.3332615792751312,1
9400,9446,0.3332615792751312,0.3332615792751312,1
9900,9946,0.3332615792751312,0.3332615792751312,1
10050,10096,0.3332615792751312,0.3332615792751312,1
10450,10496,0.3332615792751312,0.3332615792751312,1
11000,11046,0.3332615792751312,0.3332615792751312,1
11050,11096,0.3332615792751312,0.3332615792751312,1
11600,11646,0.3332615792751312,0.3332615792751312,1
11700,11746,0.3332615792751312,0.3332615792751312,1
12200,12246,0.3332615792751312,0.3332615792751312,1
12800,12846,0.3332615792751312,0.3332615792751312,1
13500,13546,0.3332615792751312,0.3332615792751312,1
0,4,0.33320146799087524,0.33320146799087524,1
400,404,0.33320146799087524,0.33320146799087524,1
850,854,0.33320146799087524,0.33320146799087524,1
950,954,0.33320146799087524,0.33320146799087524,1
1150,1154,0.33320146799087524,0.33320146799087524,1
1500,1504,0.33320146799087524,0.33320146799087524,1
1850,1854,0.33320146799087524,0.33320146799087524,1
3600,3604,0.33320146799087524,0.33320146799087524,1
5700,5704,0.33320146799087524,0.33320146799087524,1
5750,5754,0.33320146799087524,0.33320146799087524,1
6000,6004,0.33320146799087524,0.33320146799087524,1
6500,6504,0.33320146799087524,0.33320146799087524,1
6700,6704,0.33320146799087524,0.33320146799087524,1
7000,7004,0.33320146799087524,0.33320146799087524,1
7650,7654,0.33320146799087524,0.33320146799087524,1
7700,7704,0.33320146799087524,0.33320146799087524,1
7750,7754,0.33320146799087524,0.33320146799087524,1
8550,8554,0.33320146799087524,0.33320146799087524,1
8650,8654,0.33320146799087524,0.33320146799087524,1
9400,9404,0.33320146799087524,0.33320146799087524,1
9900,9904,0.33320146799087524,0.33320146799087524,1
10050,10054,0.33320146799087524,0.33320146799087524,1
10450,10454,0.33320146799087524,0.33320146799087524,1
11000,11004,0.33320146799087524,0.33320146799087524,1
11050,11054,0.33320146799087524,0.33320146799087524,1
11600,11604,0.33320146799087524,0.33320146799087524,1
11700,11704,0.33320146799087524,0.33320146799087524,1
12200,12204,0.33320146799087524,0.33320146799087524,1
12800,12804,0.33320146799087524,0.33320146799087524,1
13500,13504,0.33320146799087524,0.33320146799087524,1
0,40,0.32826006412506104,0.32826006412506104,1
400,440,0.32826006412506104,0.32826006412506104,1
850,890,0.32826006412506104,0.32826006412506104,1
950,990,0.32826006412506104,0.32826006412506104,1
1150,1190,0.32826006412506104,0.32826006412506104,1
1500,1540,0.32826006412506104,0.32826006412506104,1
1850,1890,0.32826006412506104,0.32826006412506104,1
3600,3640,0.32826006412506104,0.32826006412506104,1
5700,5740,0.32826006412506104,0.32826006412506104,1
5750,5790,0.32826006412506104,0.32826006412506104,1
6000,6040,0.32826006412506104,0.32826006412506104,1
6500,6540,0.32826006412506104,0.32826006412506104,1
6700,6740,0.32826006412506104,0.32826006412506104,1
7000,7040,0.32826006412506104,0.32826006412506104,1
7650,7690,0.32826006412506104,0.32826006412506104,1
7700,7740,0.32826006412506104,0.32826006412506104,1
7750,7790,0.32826006412506104,0.32826006412506104,1
8550,8590,0.32826006412506104,0.32826006412506104,1
8650,8690,0.32826006412506104,0.32826006412506104,1
9400,9440,0.32826006412506104,0.32826006412506104,1
9900,9940,0.32826006412506104,0.32826006412506104,1
10050,10090,0.32826006412506104,0.32826006412506104,1
10450,10490,0.32826006412506104,0.32826006412506104,1
11000,11040,0.32826006412506104,0.32826006412506104,1
11050,11090,0.32826006412506104,0.32826006412506104,1
11600,11640,0.32826006412506104,0.32826006412506104,1
11700,11740,0.32826006412506104,0.32826006412506104,1
12200,12240,0.32826006412506104,0.32826006412506104,1
